	id	title	freq	cluster
1647	1647	gynekolog.	13	6
1648	1648	#/#/####	13	3
1649	1649	*mk	13	3
1650	1650	neurologicke vysetreni ##.#.####	13	3
1651	1651	kozni excize leveho stehna	13	3
1652	1652	#) snb l. dx.	13	0
1653	1653	analgetika	13	3
1654	1654	usg bricha #.##.####	13	3
1655	1655	##/#/## ekg	13	3
1656	1656	uz bricha a panve	13	3
1657	1657	pet/ct ##.##.####	13	3
1658	1658	zlucnik	13	3
1659	1659	vyter covid [##.#.#### #	13	3
1660	1660	ad radioterpaiam	13	3
1661	1661	ledviny	13	19
1662	1662	kraniolateralni doresekat	13	3
1663	1663	 chemoterapie	13	3
1664	1664	echokg #/####	13	3
1665	1665	kontrolni echo srdce ##.##.####	13	3
1666	1666	echokardiografie	13	19
1667	1667	##/#/#### mou	13	3
1668	1668	lecena	13	15
1669	1669	gynekol. vys. #/####	13	3
1670	1670	#/#### byla denzitoemtrie	13	3
1671	1671	c-erbb-#	13	3
1672	1672	st.localsi	13	3
1673	1673	obj. nalez. tk	13	3
1674	1674	st.p. operaci dne ##.#.####	13	3
1675	1675	chirurgicka kontrola	13	3
1676	1676	kontrola na ambulanci kro	13	3
1677	1677	## mm (zaludek	13	0
1678	1678	hodnotila	13	3
1679	1679	zhodnoceni aktual.vysl	13	0
1680	1680	mg ##.##.####	13	19
1681	1681	holter	13	3
1682	1682	bsa	13	3
1683	1683	#.##.#### sumacni snimek hrudniku	13	3
1684	1684	pri bolestech	13	3
1685	1685	vedl. chorby	13	3
1686	1686	dop mk #.#.	13	3
1687	1687	echo ##/####	13	3
1688	1688	interni vysetreni ##.#.####	13	19
1689	1689	pouzite expandery	13	3
1690	1690	revmatol. vysetreni #.##.####	13	3
1691	1691	domluva operace	13	3
1692	1692	mg + uz breclav	13	19
1693	1693	vysledek oncotype dx	13	3
1694	1694	diagnosticka mamografie ##.#.#### ##	13	19
1695	1695	mg euc	13	19
1696	1696	operace ##.#.	13	3
1697	1697	kolonoskopie #/#/##	13	3
1698	1698	harmonogram radioterapie	13	3
1699	1699	axila souhrnne vcetne snb	13	3
1700	1700	pokud budou bolesti pretrvavat	13	3
1701	1701	#/##	13	19
1702	1702	rodina matky	13	8
1703	1703	disekat leve axily	13	3
1704	1704	##.#.##	13	3
1705	1705	gynekol. vys. #.##.####	13	3
1706	1706	tso ### dna+rna	13	3
1707	1707	spondylokomise ##.#.####	13	3
1708	1708	## mm (plice	13	19
1709	1709	onkol. dg.	13	3
1710	1710	##.#.#### usg horniho bricha	13	19
1711	1711	vedl.nalezy	13	19
1712	1712	pouzity implantat	13	3
1713	1713	subj a no	13	8
1714	1714	pravostranna mastektomie	13	3
1715	1715	digmg	13	3
1716	1716	*##.#.#### v ##	13	3
1717	1717	choledochus	13	3
1718	1718	slezina	13	3
1719	1719	implantaty	13	3
1720	1720	dalsi geneticka konzultace	13	3
1721	1721	# dny	13	3
1722	1722	minimalni res. okraj invaze	13	3
1723	1723	vedl.	13	8
1724	1724	levostranna profylaticka mastektomie	13	3
1725	1725	st.-localis	13	3
1726	1726	echokg ##.#.####	13	3
1727	1727	korekce	12	3
1728	1728	pro matku a sestry	12	3
1729	1729	##.##.#### scinti skeletu	12	3
1730	1730	doplneni nalezu	12	3
1731	1731	oncotype	12	3
1732	1732	stran dcery	12	3
1733	1733	pn#a(uzliny[poz/vys]	12	3
1734	1734	dalsi nul	12	15
1735	1735	st.p. adj. cht	12	3
1736	1736	** ##.#.#### #	12	2
1737	1737	#/#### usg horniho bricha	12	3
1738	1738	- planovana klinicka kontrola	12	3
1739	1739	lokalizace pod uz ko	12	19
1740	1740	boost mama sin	12	3
1741	1741	#/## kolonoskopie	12	0
1742	1742	##.##.#### rtg plic	12	19
1743	1743	psoledni gyn vys.	12	19
1744	1744	neguje	12	8
1745	1745	#) prava axilla	12	0
1746	1746	cytologie	12	3
1747	1747	pristi prevaz	12	3
1748	1748	b_leukocyty	12	12
1749	1749	resekat zhk praveho prsu	12	3
1750	1750	doporuceni z genetiky	12	3
1751	1751	z punkce	12	3
1752	1752	histolog	12	3
1753	1753	pro syny a bratra	12	0
1754	1754	cislo lekovky studiove medikace	12	3
1755	1755	kontrola po rt	12	3
1756	1756	vysazeno	12	3
1757	1757	##.#.#### - operace	12	3
1758	1758	mdk kranialneji	12	3
1759	1759	snb negativni (#/#).klasifikace	12	3
1760	1760	exstirpat v levem hypochondriu	12	15
1761	1761	echokg ####	12	3
1762	1762	kontrola #t po operaci	12	3
1763	1763	- ##.##.#### gyn. vys.	12	19
1764	1764	echo srdce #.##.####	12	3
1765	1765	sono ledvin	12	3
1766	1766	#) mamma vlevo	12	0
1767	1767	mk - doporuceni	12	3
1768	1768	gynekologie #/####	12	3
1769	1769	anameza	12	8
1770	1770	##.#.#### hematologicke vysetreni	12	3
1771	1771	vysledek zaslat	12	3
1772	1772	snb c. #	12	3
1773	1773	poslendi gyn vys.	12	19
1774	1774	doporucena lecba	12	3
1775	1775	(baseline	12	3
1776	1776	tumormarkery	12	3
1777	1777	 ae	12	8
1778	1778	dnes #. #. ####	12	3
1779	1779	st.p.	12	3
1780	1780	st-.localis	12	3
1781	1781	blok #	12	3
1782	1782	rtg c patere	12	19
1783	1783	resekat mhk vlevo	12	3
1784	1784	*reresekce	12	0
1785	1785	vstupni vysetreni	12	3
1786	1786	#/## echo srdce	12	3
1787	1787	boost mamma dx.	12	3
1788	1788	soucasny stav	12	3
1789	1789	 usg bricha	12	19
1790	1790	nutna medikace	12	3
1791	1791	nu po #. serii	12	3
1792	1792	sarze	12	3
1793	1793	v anamneze	12	3
1794	1794	##.#.## mamarni komise	12	3
1795	1795	#) snb prava axilla	12	0
1796	1796	bl. c. ##	12	3
1797	1797	##.#. - operace	12	3
1798	1798	*##.##.#### v #	12	3
1799	1799	- mk- dopor.	12	15
1800	1800	pro	12	3
1801	1801	*prvni resekce	12	3
1802	1802	stat.loc.	12	6
1803	1803	ko+diff	12	3
1804	1804	boost mamm dx	12	3
1805	1805	#/#### byla denzitometricka kontrola	12	3
1806	1806	#.#.#### rtg plic	12	3
1807	1807	biopsie (biopticke kleste)	12	3
1808	1808	mikropopis	12	0
1809	1809	kolonoskopie #### ve vn	12	3
1810	1810	 dalsi navsteva	12	3
1811	1811	echokardiografie pozadavek	12	3
1812	1812	gynekologie pravidelne	12	3
1813	1813	kro konzilium ##.#.####	12	3
1814	1814	ypt#c (##.# mm) pn#a(uzliny[poz/vys]	12	15
1815	1815	#.#.#### gynekologie	12	3
1816	1816	konkomitance	12	3
1817	1817	staging scinti	12	3
1818	1818	alegie	12	3
1819	1819	mz	12	3
1820	1820	echo srdce ##.#.####- res	12	19
1821	1821	hak	12	3
1822	1822	mg + uz euc	12	19
1823	1823	denzitometrie ##/####	12	3
1824	1824	cytologicky otisk	12	3
1825	1825	ad interni ambulance	12	3
1826	1826	uz krku	12	19
1827	1827	pravid.amb. kontrola.	12	3
1828	1828	#.#.#### byla denzitometricka kontrola	12	3
1829	1829	zapis z mk #.##.##	12	3
1830	1830	v miste radiokativniho zrna	12	3
1831	1831	stav pri ukonceni rt	12	3
1832	1832	emg ##.##.####	12	8
1833	1833	#) p. mamma	12	0
1834	1834	stp. up-front terapii ia	12	3
1835	1835	orl	11	3
1836	1836	nynejsi onemocneni	11	3
1837	1837	subjektivni	11	3
1838	1838	klasif. (korigovana!).	11	3
1839	1839	##/#/## pd pet/ct	11	3
1840	1840	mamma sin/lu#	11	3
1841	1841	#) resekat leveho prsu	11	0
1842	1842	chlopenni aparat	11	3
1843	1843	urologicke vysetreni ##.#.####	11	19
1844	1844	specialni barveni	11	6
1845	1845	pece o picc port	11	3
1846	1846	##/##/## pet/ct	11	19
1847	1847	denzitometrie #.##.####	11	3
1848	1848	snb pozitivni (#/#)	11	3
1849	1849	histologie z punkcni biopsie	11	0
1850	1850	- mamarni komise	11	3
1851	1851	vstup	11	3
1852	1852	plneni expanderu	11	3
1853	1853	##.##.#### echo srdce	11	3
1854	1854	uz ##.#.####	11	19
1855	1855	pet/ct celotelo	11	3
1856	1856	mg #.##.####	11	19
1857	1857	alergologie	11	3
1858	1858	pacitnka po provedene	11	3
1859	1859	zdroj	11	3
1860	1860	doporuceni kdo	11	3
1861	1861	uz bricha - #/####	11	3
1862	1862	dermatolog. vys.	11	3
1863	1863	nador. duplicita	11	15
1864	1864	echo srdce ##.#.#### podebrady	11	3
1865	1865	histologie reresekce	11	3
1866	1866	cas aplikace	11	3
1867	1867	ekg #.#.####	11	19
1868	1868	snb prave iquiny	11	3
1869	1869	interkurnece.	11	3
1870	1870	uzv axill	11	19
1871	1871	histol. c. #	11	15
1872	1872	boost mamsin	11	3
1873	1873	onkologicka triplicita	11	15
1874	1874	uz prsu a axill	11	19
1875	1875	 ostat. dg.	11	8
1876	1876	dle mk ##.#.####	11	3
1877	1877	axilla sin	11	3
1878	1878	covid anamneza negativni	11	3
1879	1879	av vmax	11	3
1880	1880	na zacpu	11	3
1881	1881	####/##	11	3
1882	1882	holter ekg	11	3
1883	1883	cytospin	11	0
1884	1884	sipping	11	3
1885	1885	resekat leve mammy	11	3
1886	1886	pravid. amb. kontrola	11	3
1887	1887	dopor mk #/####	11	19
1888	1888	synchronne duplicitni invazivni karcinom	11	3
1889	1889	**** interkurence	11	3
1890	1890	covid ##	11	8
1891	1891	stomatologicke vysetreni ##.##.####	11	3
1892	1892	#.##.## aplikovana #	11	3
1893	1893	dosavadni analgeticka terapie	11	3
1894	1894	termin mamotomie	11	3
1895	1895	abd.s.	11	3
1896	1896	pri nevolnostech	11	0
1897	1897	uz abd.	11	3
1898	1898	ecog (ps)	11	3
1899	1899	plan brt	11	3
1900	1900	ct vysetreni	11	2
1901	1901	z onkologickeho hlediska	11	3
1902	1902	chut k jidlu	11	3
1903	1903	#) levy prs	11	0
1904	1904	scintigrafie skeletu	11	3
1905	1905	farmakologicka anamneza	11	3
1906	1906	zadost na ebr	11	3
1907	1907	inrekurence	11	3
1908	1908	cave alergie	11	3
1909	1909	moc	11	3
1910	1910	boost dx/lu#	11	3
1911	1911	def. histol.	11	0
1912	1912	pozit ra	11	8
1913	1913	#/#/## ekg	11	19
1914	1914	##/#### gynekologie	11	3
1915	1915	st. lok	11	6
1916	1916	mlpa analyza genu	11	3
1917	1917	zakladni dg.	11	3
1918	1918	lab.	11	12
1919	1919	vag. vys.	11	6
1920	1920	ad mudr.kleinova	11	3
1921	1921	**tm	11	3
1922	1922	ocni vys ##/####	11	3
1923	1923	aktualni lecba	11	3
1924	1924	dodana dokumentace	11	3
1925	1925	pet/ct #.##.####	11	19
1926	1926	disekce leve axilly	11	3
1927	1927	datum odberu	11	3
1928	1928	##/##/## octreoscan	11	19
1929	1929	uzv ##/##/####	11	19
1930	1930	vedlejsi nalez na kuzi	11	3
1931	1931	##.#.#### echo srdce zaver	11	19
1932	1932	dop mk. doporuceni	10	17
1933	1933	#d (popis)	10	3
1934	1934	##/#### echo	10	19
1935	1935	ptis - vnpi	10	15
1936	1936	revmatologicke vysetreni #/####	10	3
1937	1937	mk dnes dopor.	10	3
1938	1938	ki## (sp#) cell marque	10	3
1939	1939	parcialni mastektomie vlevo	10	3
1940	1940	e/e'sept.(m/s)	10	3
1941	1941	oc	10	3
1942	1942	pravidelna medikace	10	3
1943	1943	doplneno	10	3
1944	1944	##/#### echo srdce	10	3
1945	1945	pravid.amb.kontrola	10	3
1946	1946	s.	10	3
1947	1947	 obj.	10	6
1948	1948	spok	10	3
1949	1949	denzitometrie ##.#.##	10	3
1950	1950	##/#/## pet/ct	10	3
1951	1951	csk	10	3
1952	1952	mamma dx+ lu	10	3
1953	1953	otisk	10	3
1954	1954	usg prsu a axill	10	19
1955	1955	fyziologicka akumulace	10	3
1956	1956	hist. veri. #/##-zaver	10	3
1957	1957	#/####- generalizace tnbc	10	19
1958	1958	ypt#b (#.# mm) ypn#a(uzliny[poz/vys]	10	3
1959	1959	#) doresekat lateralne	10	0
1960	1960	intrerkurence	10	3
1961	1961	##.#.#### uz horniho bricha	10	3
1962	1962	- echo srdce #/####	10	3
1963	1963	popis ldct nativ	10	2
1964	1964	histologie plzen	10	0
1965	1965	lozisko bioptovano s nalezem	10	3
1966	1966	pooperacni kontrola	10	3
1967	1967	kdo	10	3
1968	1968	terminy	10	3
1969	1969	s+ff	10	3
1970	1970	 mg bilat. #/#/####	10	19
1971	1971	efekt terapie	10	3
1972	1972	zapsi z mk	10	3
1973	1973	posledni vysetreni	10	3
1974	1974	ambulance lecby bolesti	10	3
1975	1975	chir. kontrola - konzultace	10	3
1976	1976	* oc ####	10	3
1977	1977	vpravo synchronne duplicitni tumor	10	3
1978	1978	dop. z mk	10	3
1979	1979	dalsi navteva	10	3
1980	1980	#(mb)	10	0
1981	1981	pred vstupem do studie	10	3
1982	1982	z onkol. hlediska	10	3
1983	1983	efekt #/## pr	10	19
1984	1984	##.##.#### vysetreni	10	3
1985	1985	farmakol. anamn.	10	3
1986	1986	zaver.	10	3
1987	1987	echo srdce #.#.##- zaver	10	3
1988	1988	typ prsni tkane	10	3
1989	1989	mk #/#### res	10	3
1990	1990	#) medialni doresekat	10	0
1991	1991	 histologie	10	3
1992	1992	pik#ca	10	3
1993	1993	kontrola po # mes	10	3
1994	1994	uz leve axilly	10	19
1995	1995	gyn.onemocneni	10	3
1996	1996	#.den	10	3
1997	1997	kolorektalni screening	10	8
1998	1998	tum	10	3
1999	1999	interni predoper.vys.	10	8
2000	2000	tier ii level c	10	3
2001	2001	objednat #.mesicni kontrolu	10	3
2002	2002	tk	10	3
2003	2003	nadale pravidelne	10	3
2004	2004	gynekologie #.#.##	10	3
2005	2005	* usg [ep	10	19
2006	2006	zave	10	3
2007	2007	##.#.## ekg	10	19
2008	2008	dop mk ##.#.#### doporuceni	10	3
2009	2009	*svacina	10	3
2010	2010	pet/ct ##.#.####	10	19
2011	2011	ao reg	10	3
2012	2012	***** interkurence	10	3
2013	2013	histologie fnusa	10	3
2014	2014	*vecere	10	3
2015	2015	umisteni	10	3
2016	2016	uz prsu	10	19
2017	2017	#.#.#### neurologie dr. sikova	10	3
2018	2018	*obed	10	3
2019	2019	amb. kontrola	10	3
2020	2020	doresekat okraje leve mammy	10	0
2021	2021	nativni ct nalez	10	3
2022	2022	prediktory vysetreny z punkce	10	3
2023	2023	#. zdk	10	3
2024	2024	##.#.## echo	10	3
2025	2025	ad #) doresekat	10	0
2026	2026	pri nevolnsoti	10	3
2027	2027	rtg ##/####	10	19
2028	2028	http	10	3
2029	2029	g #.cteni [ep	10	3
2030	2030	vedl. diagnozy	10	3
2031	2031	 ra	10	8
2032	2032	simplexni mastektomie vlevo	10	3
2033	2033	ebr	10	3
2034	2034	dop. ##.#.#### mk	10	3
2035	2035	muskuleskeletalni - koncetiny	10	3
2036	2036	echokg #/##	10	3
2037	2037	registr.	10	3
2038	2038	subjektivni hodnoceni	10	3
2039	2039	metachronni onkologicka duplicita	10	3
2040	2040	echo #/##	10	3
2041	2041	boost mam dx/lu#	10	3
2042	2042	ostatni vysetreni #.#.#### ##	10	3
2043	2043	prubeh	10	3
2044	2044	ocni vysetreni #/####	10	3
2045	2045	tier i level a	10	3
2046	2046	nase posledni terapie	10	3
2047	2047	cilene	10	3
2048	2048	gynekologicke vys. ##/####	10	19
2049	2049	kontrola na gynekologii ##.#.####	10	19
2050	2050	gynekologie ##.##.##	10	19
2051	2051	[pn#(uzliny celkem[poz/vys]	10	15
2052	2052	##.##.#### ekg	10	3
2053	2053	#.#.#### ress	10	3
2054	2054	* pro dceru	10	3
2055	2055	onkol. rozvaha	10	3
2056	2056	 - nalez [ep	10	3
2057	2057	po operaci bez pacientky	10	3
2058	2058	interkreunce	10	3
2059	2059	psax	10	3
2060	2060	z biopsie er	10	3
2061	2061	kvs	10	3
2062	2062	anamnesticky od minula	10	3
2063	2063	rtg p+s #.#.####	10	3
2064	2064	minimalni resekcni okraj ventralne	10	3
2065	2065	yptis n#(i+)(sn) (sn uzliny[poz/vys]	10	3
2066	2066	mam boost sin	10	3
2067	2067	mi e	10	3
2068	2068	zdk	10	3
2069	2069	histol.nalez	10	3
2070	2070	zapis z mk #.#.####	10	3
2071	2071	lozisko znacene zrnem radiojodu	10	3
2072	2072	jinak	10	3
2073	2073	##.#.#### zahajena adjuv cht	10	3
2074	2074	mg #.#.##	10	19
2075	2075	til	10	3
2076	2076	pac. po biopsii	10	3
2077	2077	nalez ##.##.####	10	3
